country,log_type,category,measure,comment,date
Togo,Introduction / extension of measures,Movement restrictions,Border closure,Land borders are closed for 2 weeks.,2020-03-20
Togo,Introduction / extension of measures,Lockdown,Partial lockdown,"Lomé, Tsévié, Kpalimé et Sokodé under lockdown.",2020-03-21
Togo,Introduction / extension of measures,Social distancing,Schools closure,All schools are closed for 3 weeks. ,2020-03-20
Togo,Introduction / extension of measures,Public health measures,Amendments to funeral and burial regulations,Maximum of 15 people allowed at funerals and burials.,2020-03-20
Togo,Introduction / extension of measures,Social distancing,Limit public gatherings,International cultural and sports events suspended until further notice. Religious centres are closed for 1 month.,2020-03-20
Togo,Introduction / extension of measures,Public health measures,Strengthening the public health system,"CHR Lomé-Commune dedicated to infectious illnesses, patients with other conditions should be directed to other hospitals. ",2020-03-21
Togo,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,National sanitary state of emergency declared for 3 months.,2020-01-04
Togo,Introduction / extension of measures,Movement restrictions,Curfews,National curfew from 8pm to 6am.,2020-02-04
Togo,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,Creation of a 'Pandemic' task-force of 5000 soldiers and police to implement the curfew.,2020-01-04
Togo,Introduction / extension of measures,Public health measures,Testing policy,Creation of a mobile testing lab to effectuate covid-19 tests throughtout the country.,2020-01-04
Togo,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Financial support for low income households.,2020-01-04
Togo,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Free electricity and water for low-income households for 3 months.,2020-01-04
Togo,Introduction / extension of measures,Social distancing,Public services closure,Workers of the public sector work 9am to 4pm.,2020-01-04
Togo,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Financial support for farmers, with the aim to ensure independance in food production",2020-01-04
Togo,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Creation of a fund to support the economy: 400 billion CFA Francs.,2020-01-04
Togo,Introduction / extension of measures,Movement restrictions,Curfews,Curfew extended in Tchaoudjo from 8pm to 6am.,2020-08-04
Togo,Introduction / extension of measures,Lockdown,Partial lockdown,"The cities of Lomé, Tsévié, Kpalimé and Sododé are under lockdown.",2020-08-04
